master_id,original_id,problem_name,category,stakeholders,root_cause,severity,frequency,impact,innovation_opportunity,one_line_solution,existing_solutions,existing_gaps,technology_tags,undp_alignment,bangladesh_relevance,source_agents,consensus_count
MPRB-0578,P0268,Lawyers Lack Affordable Tools,Legal Research Problems,Lawyers; judges; students; policy teams,Low legal and digital literacy with limited user-centered service design,9,8,7,10,Deploy integrity and fraud analytics dashboard for lawyers lack affordable tools.,donor MIS pilots; call centers; awareness campaigns,coverage remains urban-biased and paper-heavy,Versioned statute DB; Legal RAG; Citation graph; Citation validator; Semantic search,10,9,Claude,1
MPRB-0579,P0269,Citation Checking Manual,Legal Research Problems,Lawyers; judges; students; policy teams,"Siloed justice, legal aid, police, prison, NGO, and e-government systems",8,7,8,5,Deploy public service transparency dashboard for citation checking manual.,basic websites; phone calls; ad hoc spreadsheets,"pilot-only, not scaled, weak sustainability",Legal RAG; Citation graph; Semantic search; Citation validator; Versioned statute DB,9,10,Claude,1
MPRB-0580,P0270,Comparative Law Research Slow,Legal Research Problems,Lawyers; judges; students; policy teams,"Language, disability, gender, rural, and device-access exclusion",8,7,6,10,Deploy interoperable justice data exchange for comparative law research slow.,court counters; cause lists; local mediation,"limited accountability, low data quality, weak privacy",Citation validator; Semantic search; Versioned statute DB; Citation graph; Legal RAG,10,8,Claude,1
MPRB-0581,P0271,Risk Assessment Inconsistent,Case Analysis Problems,Judges; lawyers; legal aid officers,Paper-based workflow and fragmented records,7,4,8,9,Deploy ODR and mediation workflow suite for risk assessment inconsistent.,manual legal aid desks; paper registers; NGO hotlines,"pilot-only, not scaled, weak sustainability",Complexity classifier; Risk flags; Workload-aware assignment; Similarity search; Outcome prediction assist,9,7,Claude,1
MPRB-0582,P0272,Similar Case Outcomes Unknown,Case Analysis Problems,Judges; lawyers; legal aid officers,Low legal and digital literacy with limited user-centered service design,9,6,7,6,Deploy AI-assisted eligibility and triage platform for similar case outcomes unknown.,basic websites; phone calls; ad hoc spreadsheets,"limited accountability, low data quality, weak privacy",Risk flags; Workload-aware assignment; Outcome prediction assist; Similarity search; Complexity classifier,9,9,Claude,1
MPRB-0583,P0273,Settlement Probability Unmodeled,Case Analysis Problems,Judges; lawyers; legal aid officers,"Weak governance, standards, procurement, monitoring, and accountability",7,7,7,8,Deploy integrity and fraud analytics dashboard for settlement probability unmodeled.,donor MIS pilots; call centers; awareness campaigns,"pilot-only, not scaled, weak sustainability",Outcome prediction assist; Complexity classifier; Similarity search; Workload-aware assignment; Risk flags,6,10,Claude,1
MPRB-0584,P0274,Case Complexity Hidden,Case Analysis Problems,Judges; lawyers; legal aid officers,Low legal and digital literacy with limited user-centered service design,7,7,8,9,Deploy AI-assisted eligibility and triage platform for case complexity hidden.,donor MIS pilots; call centers; awareness campaigns,"limited accountability, low data quality, weak privacy",Complexity classifier; Similarity search; Workload-aware assignment; Risk flags; Outcome prediction assist,7,8,Claude,1
MPRB-0585,P0275,Urgent Vulnerability Flags Missed,Case Analysis Problems,Judges; lawyers; legal aid officers,"Insufficient staff, funding, infrastructure, and incentives",6,5,8,9,Deploy integrity and fraud analytics dashboard for urgent vulnerability flags missed.,manual legal aid desks; paper registers; NGO hotlines,"limited accountability, low data quality, weak privacy",Outcome prediction assist; Risk flags; Complexity classifier; Workload-aware assignment; Similarity search,9,8,Claude,1
MPRB-0586,P0276,Lawyer Workload Not Integrated,Case Analysis Problems,Judges; lawyers; legal aid officers,"Insufficient staff, funding, infrastructure, and incentives",9,4,8,8,Deploy unified legal aid-court case tracking layer for lawyer workload not integrated.,donor MIS pilots; call centers; awareness campaigns,"pilot-only, not scaled, weak sustainability",Risk flags; Similarity search; Outcome prediction assist; Workload-aware assignment; Complexity classifier,9,9,Claude,1
MPRB-0587,P0277,Petitions Drafted From Outdated Templates,Legal Drafting Problems,Citizens; paralegals; lawyers; clerks,"Low public trust, corruption risks, privacy concerns, and fear of retaliation",5,7,5,6,Deploy voice-first Bangla legal aid assistant for petitions drafted from outdated templates.,manual legal aid desks; paper registers; NGO hotlines,"limited accountability, low data quality, weak privacy",Document automation; Plain-language notices; Auto-fill; Review workflow; LLM drafting copilot,8,10,Claude,1
MPRB-0588,P0278,Plain-Language Notices Absent,Legal Drafting Problems,Citizens; paralegals; lawyers; clerks,"Language, disability, gender, rural, and device-access exclusion",8,9,5,10,Deploy document OCR and drafting automation for plain-language notices absent.,manual legal aid desks; paper registers; NGO hotlines,"not interoperable, not accessible, weak monitoring",LLM drafting copilot; Plain-language notices; Auto-fill; Document automation; Review workflow,7,8,Claude,1
MPRB-0589,P0279,Forms Not Auto-Populated,Legal Drafting Problems,Citizens; paralegals; lawyers; clerks,"Low public trust, corruption risks, privacy concerns, and fear of retaliation",5,5,8,5,Deploy offline-first legal aid intake and case wallet for forms not auto-populated.,manual legal aid desks; paper registers; NGO hotlines,coverage remains urban-biased and paper-heavy,LLM drafting copilot; Document automation; Review workflow; Auto-fill; Plain-language notices,7,10,Claude,1
MPRB-0590,P0280,Translation Of Drafts Unreliable,Legal Drafting Problems,Citizens; paralegals; lawyers; clerks,"Low public trust, corruption risks, privacy concerns, and fear of retaliation",6,7,9,8,Deploy interoperable justice data exchange for translation of drafts unreliable.,donor MIS pilots; call centers; awareness campaigns,coverage remains urban-biased and paper-heavy,Document automation; Auto-fill; LLM drafting copilot; Plain-language notices; Review workflow,6,9,Claude,1
MPRB-0591,P0281,Quality Review Bottleneck,Legal Drafting Problems,Citizens; paralegals; lawyers; clerks,"Insufficient staff, funding, infrastructure, and incentives",7,4,8,7,Deploy document OCR and drafting automation for quality review bottleneck.,basic websites; phone calls; ad hoc spreadsheets,"limited accountability, low data quality, weak privacy",Document automation; LLM drafting copilot; Review workflow; Plain-language notices; Auto-fill,7,8,Claude,1
MPRB-0592,P0282,Citizens Cannot Draft Simple Applications,Legal Drafting Problems,Citizens; paralegals; lawyers; clerks; Citizen,"Siloed justice, legal aid, police, prison, NGO, and e-government systems",5,6,7,8,Deploy voice-first Bangla legal aid assistant for citizens cannot draft simple applications.,donor MIS pilots; call centers; awareness campaigns,"not interoperable, not accessible, weak monitoring",Auto-fill; Document automation; Plain-language notices; LLM drafting copilot; Review workflow; LLM; Voice AI,7,10,Claude; Sakana,2
MPRB-0593,P0283,Court Translation Scarce,Translation Problems,Minority-language users; migrants; refugees,"Language, disability, gender, rural, and device-access exclusion",6,6,8,8,Deploy interoperable justice data exchange for court translation scarce.,manual legal aid desks; paper registers; NGO hotlines,"not interoperable, not accessible, weak monitoring",Legal terminology DB; ASR/TTS; Confidential translation; Interpreter marketplace; NMT,10,9,Claude,1
MPRB-0594,P0284,Legal Aid Forms Not Multilingual,Translation Problems,Minority-language users; migrants; refugees,"Weak governance, standards, procurement, monitoring, and accountability",6,6,6,5,Deploy unified legal aid-court case tracking layer for legal aid forms not multilingual.,court counters; cause lists; local mediation,"limited accountability, low data quality, weak privacy",Legal terminology DB; ASR/TTS; Confidential translation; NMT; Interpreter marketplace,10,9,Claude,1
MPRB-0595,P0285,Asr Fails Local Dialects,Translation Problems,Minority-language users; migrants; refugees,"Weak governance, standards, procurement, monitoring, and accountability",6,6,7,6,Deploy NID-linked consented identity verification for ASR fails local dialects.,court counters; cause lists; local mediation,"not interoperable, not accessible, weak monitoring",NMT; Interpreter marketplace; ASR/TTS; Legal terminology DB; Confidential translation,9,9,Claude,1
MPRB-0596,P0286,Rohingya/Refugee Language Support Absent,Translation Problems,Minority-language users; migrants; refugees,"Language, disability, gender, rural, and device-access exclusion",5,4,6,5,Deploy document OCR and drafting automation for Rohingya/refugee language support absent.,donor MIS pilots; call centers; awareness campaigns,"limited accountability, low data quality, weak privacy",ASR/TTS; Legal terminology DB; NMT; Confidential translation; Interpreter marketplace,6,7,Claude,1
MPRB-0597,P0287,Sign-Language Interpretation Scheduling Hard,Translation Problems,Minority-language users; migrants; refugees,"Weak governance, standards, procurement, monitoring, and accountability",6,5,7,6,Deploy unified legal aid-court case tracking layer for sign-language interpretation scheduling hard.,donor MIS pilots; call centers; awareness campaigns,"limited accountability, low data quality, weak privacy",ASR/TTS; Legal terminology DB; NMT; Confidential translation; Interpreter marketplace,8,9,Claude,1
MPRB-0598,P0288,Translation Confidentiality Weak,Translation Problems,Minority-language users; migrants; refugees,"Siloed justice, legal aid, police, prison, NGO, and e-government systems",7,8,7,10,Deploy offline-first legal aid intake and case wallet for translation confidentiality weak.,court counters; cause lists; local mediation,"pilot-only, not scaled, weak sustainability",NMT; Interpreter marketplace; Confidential translation; Legal terminology DB; ASR/TTS,8,8,Claude,1
MPRB-0599,P0289,Hotlines Overloaded,Voice Access Problems,Low-literacy users; older adults; visually impaired users,"Siloed justice, legal aid, police, prison, NGO, and e-government systems",5,6,6,10,Deploy AI-assisted eligibility and triage platform for hotlines overloaded.,basic websites; phone calls; ad hoc spreadsheets,"not interoperable, not accessible, weak monitoring",Voice forms; Call center CRM; Intent classifier; Voice biometrics optional; ASR/TTS,7,9,Claude,1
MPRB-0600,P0290,Voice Bots Lack Legal Domain Tuning,Voice Access Problems,Low-literacy users; older adults; visually impaired users,"Insufficient staff, funding, infrastructure, and incentives",9,5,8,10,Deploy interoperable justice data exchange for voice bots lack legal domain tuning.,manual legal aid desks; paper registers; NGO hotlines,"pilot-only, not scaled, weak sustainability",Voice forms; Intent classifier; Call center CRM; Voice biometrics optional; ASR/TTS,8,9,Claude,1
MPRB-0601,P0291,Speech-To-Text Fails Bangla Dialects,Voice Access Problems,Low-literacy users; older adults; visually impaired users,"Low public trust, corruption risks, privacy concerns, and fear of retaliation",7,8,7,8,Deploy offline-first legal aid intake and case wallet for speech-to-text fails Bangla dialects.,manual legal aid desks; paper registers; NGO hotlines,"not interoperable, not accessible, weak monitoring",Call center CRM; Intent classifier; Voice forms; Voice biometrics optional; ASR/TTS,9,7,Claude,1
MPRB-0602,P0292,Voice Authentication Insecure,Voice Access Problems,Low-literacy users; older adults; visually impaired users,Low legal and digital literacy with limited user-centered service design,5,9,5,8,Deploy voice-first Bangla legal aid assistant for voice authentication insecure.,manual legal aid desks; paper registers; NGO hotlines,"not interoperable, not accessible, weak monitoring",Voice forms; ASR/TTS; Intent classifier; Voice biometrics optional; Call center CRM,7,10,Claude,1
MPRB-0603,P0293,Call Summaries Not Structured,Voice Access Problems,Low-literacy users; older adults; visually impaired users,Paper-based workflow and fragmented records,6,4,7,10,Deploy interoperable justice data exchange for call summaries not structured.,basic websites; phone calls; ad hoc spreadsheets,"limited accountability, low data quality, weak privacy",Intent classifier; Call center CRM; Voice biometrics optional; ASR/TTS; Voice forms,7,10,Claude,1
MPRB-0604,P0294,Ivr Menus Too Complex,Voice Access Problems,Low-literacy users; older adults; visually impaired users,Paper-based workflow and fragmented records,6,5,7,6,Deploy integrity and fraud analytics dashboard for IVR menus too complex.,donor MIS pilots; call centers; awareness campaigns,"not interoperable, not accessible, weak monitoring",ASR/TTS; Voice biometrics optional; Call center CRM; Intent classifier; Voice forms,8,10,Claude,1
MPRB-0605,P0295,Women Have Less Private Device Access,Digital Inclusion Problems,Women; poor households; remote communities; Woman,Paper-based workflow and fragmented records,9,6,8,9,Deploy voice-first Bangla legal aid assistant for women have less private device access.,court counters; cause lists; local mediation,"limited accountability, low data quality, weak privacy",Assisted digital kiosk; Offline-first; Digital literacy modules; Community agents; Device-sharing privacy; Mobile; Human-Centered Design; AI; Cloud,10,9,Claude; Sakana; Meta,3
MPRB-0606,P0296,Older Adults Excluded,Digital Inclusion Problems,Women; poor households; remote communities,Paper-based workflow and fragmented records,8,9,9,6,Deploy unified legal aid-court case tracking layer for older adults excluded.,manual legal aid desks; paper registers; NGO hotlines,coverage remains urban-biased and paper-heavy,Offline-first; Assisted digital kiosk; Digital literacy modules; Community agents; Device-sharing privacy,10,8,Claude,1
MPRB-0607,P0297,Poor Households Cannot Pay Data Costs,Digital Inclusion Problems,Women; poor households; remote communities,"Low public trust, corruption risks, privacy concerns, and fear of retaliation",6,4,5,7,Deploy ODR and mediation workflow suite for poor households cannot pay data costs.,manual legal aid desks; paper registers; NGO hotlines,"pilot-only, not scaled, weak sustainability",Offline-first; Digital literacy modules; Community agents; Assisted digital kiosk; Device-sharing privacy,9,10,Claude,1
MPRB-0608,P0298,Digital Centers Lack Privacy,Digital Inclusion Problems,Women; poor households; remote communities,"Insufficient staff, funding, infrastructure, and incentives",6,9,5,5,Deploy unified legal aid-court case tracking layer for digital centers lack privacy.,manual legal aid desks; paper registers; NGO hotlines,"limited accountability, low data quality, weak privacy",Community agents; Offline-first; Assisted digital kiosk; Digital literacy modules; Device-sharing privacy,10,10,Claude,1
MPRB-0609,P0299,Low Assistive Tech Availability,Digital Inclusion Problems,Women; poor households; remote communities,"Weak governance, standards, procurement, monitoring, and accountability",7,6,9,8,Deploy unified legal aid-court case tracking layer for low assistive tech availability.,manual legal aid desks; paper registers; NGO hotlines,"not interoperable, not accessible, weak monitoring",Assisted digital kiosk; Offline-first; Digital literacy modules; Community agents; Device-sharing privacy,9,7,Claude,1
MPRB-0610,P0300,Digital-Only Policy Creates Exclusion,Digital Inclusion Problems,Women; poor households; remote communities,Paper-based workflow and fragmented records,6,9,7,6,Deploy AI-assisted eligibility and triage platform for digital-only policy creates exclusion.,manual legal aid desks; paper registers; NGO hotlines,"not interoperable, not accessible, weak monitoring",Offline-first; Assisted digital kiosk; Community agents; Digital literacy modules; Device-sharing privacy,8,7,Claude,1
MPRB-0611,P0301,River Islands Hard To Serve,Geographical Problems,Chars; hill tracts; coastal areas; border areas,Low legal and digital literacy with limited user-centered service design,8,8,6,9,Deploy voice-first Bangla legal aid assistant for river islands hard to serve.,manual legal aid desks; paper registers; NGO hotlines,coverage remains urban-biased and paper-heavy,Mobile legal clinic routing; GIS; Satellite connectivity; Drone/satellite disaster assessment; Risk maps,10,10,Claude,1
MPRB-0612,P0302,Hill Areas Lack Language-Tailored Services,Geographical Problems,Chars; hill tracts; coastal areas; border areas,"Low public trust, corruption risks, privacy concerns, and fear of retaliation",8,8,9,10,Deploy unified legal aid-court case tracking layer for hill areas lack language-tailored services.,manual legal aid desks; paper registers; NGO hotlines,coverage remains urban-biased and paper-heavy,Drone/satellite disaster assessment; Mobile legal clinic routing; Satellite connectivity; GIS; Risk maps,9,9,Claude,1
MPRB-0613,P0303,Border Migrant Disputes Under-Covered,Geographical Problems,Chars; hill tracts; coastal areas; border areas,"Weak governance, standards, procurement, monitoring, and accountability",9,6,5,5,Deploy ODR and mediation workflow suite for border migrant disputes under-covered.,court counters; cause lists; local mediation,"limited accountability, low data quality, weak privacy",Mobile legal clinic routing; Drone/satellite disaster assessment; Risk maps; Satellite connectivity; GIS,7,9,Claude,1
MPRB-0614,P0304,Climate Displacement Shifts Demand,Geographical Problems,Chars; hill tracts; coastal areas; border areas,"Weak governance, standards, procurement, monitoring, and accountability",8,7,7,9,Deploy NID-linked consented identity verification for climate displacement shifts demand.,basic websites; phone calls; ad hoc spreadsheets,coverage remains urban-biased and paper-heavy,Risk maps; Satellite connectivity; Drone/satellite disaster assessment; Mobile legal clinic routing; GIS,10,8,Claude,1
MPRB-0615,P0306,Courthouse Distance Data Unused,Geographical Problems,Chars; hill tracts; coastal areas; border areas,"Language, disability, gender, rural, and device-access exclusion",8,8,5,6,Deploy unified legal aid-court case tracking layer for courthouse distance data unused.,donor MIS pilots; call centers; awareness campaigns,"limited accountability, low data quality, weak privacy",Mobile legal clinic routing; Risk maps; Satellite connectivity; GIS; Drone/satellite disaster assessment,6,10,Claude,1
MPRB-0616,P0307,Ai-Generated Fraudulent Filings,Future Emerging Problems,Future court users; regulators; AI system operators,"Siloed justice, legal aid, police, prison, NGO, and e-government systems",7,7,8,8,Deploy public service transparency dashboard for AI-generated fraudulent filings.,donor MIS pilots; call centers; awareness campaigns,"limited accountability, low data quality, weak privacy",Verifiable credentials; Legal digital twins; Federated learning; Deepfake detection; Agentic AI,6,8,Claude,1
MPRB-0617,P0308,Synthetic Identity Attacks,Future Emerging Problems,Future court users; regulators; AI system operators,"Weak governance, standards, procurement, monitoring, and accountability",5,5,8,7,Deploy ODR and mediation workflow suite for synthetic identity attacks.,manual legal aid desks; paper registers; NGO hotlines,"not interoperable, not accessible, weak monitoring",Verifiable credentials; Federated learning; Agentic AI; Legal digital twins; Deepfake detection,6,8,Claude,1
MPRB-0618,P0309,Algorithmic Forum Shopping,Future Emerging Problems,Future court users; regulators; AI system operators,"Siloed justice, legal aid, police, prison, NGO, and e-government systems",8,4,7,9,Deploy ODR and mediation workflow suite for algorithmic forum shopping.,basic websites; phone calls; ad hoc spreadsheets,"limited accountability, low data quality, weak privacy",Deepfake detection; Federated learning; Legal digital twins; Agentic AI; Verifiable credentials,9,8,Claude,1
MPRB-0619,P0310,Deepfake Witness Testimony,Future Emerging Problems,Future court users; regulators; AI system operators,"Insufficient staff, funding, infrastructure, and incentives",8,7,6,6,Deploy ODR and mediation workflow suite for deepfake witness testimony.,manual legal aid desks; paper registers; NGO hotlines,coverage remains urban-biased and paper-heavy,Agentic AI; Legal digital twins; Deepfake detection; Federated learning; Verifiable credentials,9,8,Claude,1
MPRB-0620,P0311,Autonomous Legal Agents Without Oversight,Future Emerging Problems,Future court users; regulators; AI system operators,"Low public trust, corruption risks, privacy concerns, and fear of retaliation",6,7,7,8,Deploy voice-first Bangla legal aid assistant for autonomous legal agents without oversight.,court counters; cause lists; local mediation,coverage remains urban-biased and paper-heavy,Agentic AI; Verifiable credentials; Federated learning; Legal digital twins; Deepfake detection,7,10,Claude,1
MPRB-0621,P0313,No ethical framework for agentic legal assistants,Cross-Cutting,Citizens; justice institutions; regulators; NGOs,"Emerging technology, climate, mobility, and governance gaps outpace current justice systems",9,6,9,10,Build a governed prototype to address no ethical framework for agentic legal assistants.,fragmented pilots; manual coordination; ad hoc legal advice,"no scalable governance model, weak safeguards, limited interoperability",GIS; Digital ID; Cybersecurity; Mobile app; ODR; Data lake,10,9,Claude,1
MPRB-0622,P0314,Climate disasters cause sudden justice-service displacement,Cross-Cutting,Citizens; justice institutions; regulators; NGOs,"Emerging technology, climate, mobility, and governance gaps outpace current justice systems",9,6,9,10,Build a governed prototype to address climate disasters cause sudden justice-service displacement.,fragmented pilots; manual coordination; ad hoc legal advice,"no scalable governance model, weak safeguards, limited interoperability",Agentic AI; Digital ID; Consent management; Voice AI; Interoperability API; RAG legal KB,10,9,Claude,1
MPRB-0623,P0315,Platform gig workers lack low-cost dispute pathways,Cross-Cutting,Citizens; justice institutions; regulators; NGOs,"Emerging technology, climate, mobility, and governance gaps outpace current justice systems",9,6,9,10,Build a governed prototype to address platform gig workers lack low-cost dispute pathways.,fragmented pilots; manual coordination; ad hoc legal advice,"no scalable governance model, weak safeguards, limited interoperability",Mobile app; Consent management; GIS; Agentic AI; Data lake; Cybersecurity,10,9,Claude,1
MPRB-0624,P0316,Refugee legal identity and status claims are fragmented,Cross-Cutting,Citizens; justice institutions; regulators; NGOs,"Emerging technology, climate, mobility, and governance gaps outpace current justice systems",9,6,9,10,Build a governed prototype to address refugee legal identity and status claims are fragmented.,fragmented pilots; manual coordination; ad hoc legal advice,"no scalable governance model, weak safeguards, limited interoperability",Mobile app; Digital ID; RAG legal KB; ODR; Voice AI; Data lake,10,9,Claude,1
MPRB-0625,P0317,Informal justice outcomes are not rights-screened,Cross-Cutting,Citizens; justice institutions; regulators; NGOs,"Emerging technology, climate, mobility, and governance gaps outpace current justice systems",9,6,9,10,Build a governed prototype to address informal justice outcomes are not rights-screened.,fragmented pilots; manual coordination; ad hoc legal advice,"no scalable governance model, weak safeguards, limited interoperability",Data lake; Cybersecurity; Interoperability API; GIS; Mobile app; ODR,10,9,Claude,1
MPRB-0626,P0318,Legal aid data cannot support predictive policy planning,Cross-Cutting,Citizens; justice institutions; regulators; NGOs,"Emerging technology, climate, mobility, and governance gaps outpace current justice systems",9,6,9,10,Build a governed prototype to address legal aid data cannot support predictive policy planning.,fragmented pilots; manual coordination; ad hoc legal advice,"no scalable governance model, weak safeguards, limited interoperability",Mobile app; GIS; RAG legal KB; Digital ID; Voice AI; Agentic AI,10,9,Claude,1
MPRB-0627,P0319,AI-generated misinformation about legal rights spreads rapidly,Cross-Cutting,Citizens; justice institutions; regulators; NGOs,"Emerging technology, climate, mobility, and governance gaps outpace current justice systems",9,6,9,10,Build a governed prototype to address ai-generated misinformation about legal rights spreads rapidly.,fragmented pilots; manual coordination; ad hoc legal advice,"no scalable governance model, weak safeguards, limited interoperability",Voice AI; Digital ID; Agentic AI; ODR; Data lake; GIS,10,9,Claude,1
MPRB-0628,P0320,Cross-border family and migration disputes lack digital coordination,Cross-Cutting,Citizens; justice institutions; regulators; NGOs,"Emerging technology, climate, mobility, and governance gaps outpace current justice systems",9,6,9,10,Build a governed prototype to address cross-border family and migration disputes lack digital coordination.,fragmented pilots; manual coordination; ad hoc legal advice,"no scalable governance model, weak safeguards, limited interoperability",Interoperability API; Agentic AI; Data lake; Mobile app; Voice AI; Cybersecurity,10,9,Claude,1
MPRB-0629,P001,Citizens unaware they qualify for free legal aid,A - Citizen,Citizen; Legal Aid Committee,Low outreach + poor awareness,8,9,8,9,AI eligibility self-check chatbot via mobile/USSD,"Bangladesh helpline 16699 and online application; LSC-supported legal-help portals and guided tools; local/partial example: NLASO helpline, posters",No proactive personalized screening,LLM; Mobile; Voice AI; NLP,9,10,Sakana,1
MPRB-0630,P002,Citizens cannot understand legal jargon in notices,A - Citizen,Citizen,Documents written in formal/English legalese,7,9,7,9,LLM plain-language + local dialect explainer,Bangladesh helpline 16699 and online application; LSC-supported legal-help portals and guided tools; local/partial example: Human help desks,No automated simplification at scale,LLM; NLP; Translation,8,9,Sakana,1
MPRB-0631,P003,Poor citizens cannot afford travel to district court,A - Citizen,Citizen; Rural,"Centralized courts, no remote intake",8,8,8,8,Video/voice remote legal aid kiosks in unions,Bangladesh helpline 16699 and online application; LSC-supported legal-help portals and guided tools; local/partial example: Some e-service centers,No integrated remote legal intake,Mobile; Voice AI; Cloud,9,9,Sakana,1
MPRB-0632,P004,Citizens don't know case status after filing,A - Citizen,Citizen,No transparent tracking to litigants,7,9,7,8,SMS/IVR case-status tracker with digital ID link,Bangladesh helpline 16699 and online application; LSC-supported legal-help portals and guided tools; local/partial example: Cause lists on notice board,No push notifications to citizen,Mobile; Voice AI; E-Government; Digital Identity,8,9,Sakana,1
MPRB-0633,P005,Citizens fall prey to middlemen (touts/dalals),A - Citizen,Citizen,Information asymmetry at court complex,8,8,8,8,Verified lawyer/aid directory + guided intake app,Bangladesh helpline 16699 and online application; LSC-supported legal-help portals and guided tools; local/partial example: Bar directories,No trust-verified matching,Mobile; LLM; Digital Identity,8,10,Sakana,1
MPRB-0634,P006,Migrant/expatriate citizens cannot access home legal aid,A - Citizen,Citizen; Government,No cross-border remote service,6,6,7,8,Diaspora legal-aid portal with e-KYC & video,Bangladesh helpline 16699 and online application; LSC-supported legal-help portals and guided tools; local/partial example: Embassy desks,No unified remote portal,Mobile; Digital Identity; Cloud; Voice AI,8,9,Sakana,1
MPRB-0635,P007,"Legal aid lawyers underpaid, low motivation",B - Lawyer,Lawyer; Legal Aid Committee,"Low fixed panel fees, delayed payments",7,8,7,7,Digital case-based payment + performance dashboard,LegalServer-style case management; vLex/Harvey-class research and workflow tools; open-source docassemble; local/partial example: Panel lawyer scheme,No timely digital disbursement,E-Government; Data Science; Cloud,7,9,Sakana,1
MPRB-0636,P008,Lawyers waste hours on legal research manually,B - Lawyer,Lawyer,No searchable localized case-law engine,7,9,8,9,Bengali legal search + RAG case-law assistant,"LegalServer-style case management; vLex/Harvey-class research and workflow tools; open-source docassemble; local/partial example: Manual books, some sites",No local-language semantic search,LLM; NLP; RAG; Cloud,7,9,Sakana,1
MPRB-0637,P009,Lawyers double-book hearings across courts,B - Lawyer,Lawyer; Court,No shared calendar/cause-list sync,6,7,6,7,Unified cause-list conflict detector,LegalServer-style case management; vLex/Harvey-class research and workflow tools; open-source docassemble; local/partial example: Paper cause lists,No conflict alerts,Data Science; E-Government; Interop,6,8,Sakana,1
MPRB-0638,P010,Junior lawyers lack drafting templates,B - Lawyer,Lawyer,No standardized precedent library,6,8,7,8,AI drafting assistant with local templates,LegalServer-style case management; vLex/Harvey-class research and workflow tools; open-source docassemble; local/partial example: Personal templates,No shared AI drafting,LLM; NLP,6,8,Sakana,1
MPRB-0639,P011,Lawyers cannot verify client identity/documents,B - Lawyer,Lawyer; Citizen,"Manual document checks, forgery risk",7,7,7,8,e-KYC + document forgery CV check,LegalServer-style case management; vLex/Harvey-class research and workflow tools; open-source docassemble; local/partial example: Manual NID check,No automated forgery detection,Digital Identity; Computer Vision; Cybersecurity,7,8,Sakana,1
MPRB-0640,P012,Pro-bono supply not matched to demand geographically,B - Lawyer,Lawyer; NGO; System,No matching platform,6,7,7,8,GIS-based pro-bono demand-supply matcher,LegalServer-style case management; vLex/Harvey-class research and workflow tools; open-source docassemble; local/partial example: Ad hoc referrals,No data-driven matching,GIS; Data Science; Mobile; AI; Cloud,8,8,Sakana; Meta,2
MPRB-0641,P013,Legal aid officers overloaded with paperwork,C - Legal Aid Officer,Legal Aid Officer,Manual forms and registers,8,9,8,8,Automated intake + case management system,Directorate/NLASO office-management functions; configurable legal-aid case-management platforms; local/partial example: Some MIS,Not end-to-end digital,Process Automation; Cloud; LLM,9,10,Sakana,1
MPRB-0642,P014,Officers cannot prioritize urgent vulnerable cases,C - Legal Aid Officer,Legal Aid Officer; Legal Aid Officers; Women; Children; Courts,No triage scoring,7,8,8,9,AI triage + vulnerability scoring engine,Directorate/NLASO office-management functions; configurable legal-aid case-management platforms; local/partial example: Manual judgment,No standardized triage,Data Science; LLM; Risk Analytics; Rules Engine; AI; Safeguarding,9,9,Sakana; Perplexity,2
MPRB-0643,P015,Officers lack decision support on eligibility,C - Legal Aid Officer,Legal Aid Officer; Citizen,Subjective eligibility rules,7,8,7,8,Rules+ML eligibility decision engine,Directorate/NLASO office-management functions; configurable legal-aid case-management platforms; local/partial example: Manual criteria,No consistent engine,Data Science; LLM; Process Automation,8,9,Sakana,1
MPRB-0644,P016,Officers cannot track panel lawyer performance,C - Legal Aid Officer,Legal Aid Officer; Lawyer,No feedback loop,6,7,7,7,Lawyer performance & outcome analytics,Directorate/NLASO office-management functions; configurable legal-aid case-management platforms; local/partial example: Manual notes,No analytics,Data Science; Cloud,7,8,Sakana,1
MPRB-0645,P017,High officer turnover loses institutional knowledge,C - Legal Aid Officer,Legal Aid Officer,No knowledge base,6,6,6,7,AI knowledge base + SOP copilot,Directorate/NLASO office-management functions; configurable legal-aid case-management platforms; local/partial example: Files,No searchable KB,LLM; RAG,6,8,Sakana,1
MPRB-0646,P018,Officers struggle with multilingual/illiterate applicants,C - Legal Aid Officer,Legal Aid Officer; Citizen,Language & literacy barriers,7,8,7,8,Voice-first multilingual intake assistant,Directorate/NLASO office-management functions; configurable legal-aid case-management platforms; local/partial example: Human translators,No scalable voice intake,Voice AI; NLP; Translation,9,9,Sakana,1
MPRB-0647,P019,Judges overloaded with excessive caseloads,D - Judge,Judge; Court,Too few judges vs pending cases,9,9,9,8,AI case bundling + priority scheduling,"Judicial research, transcription, case-management and analytics use cases documented by UNDP, EU and World Bank; local/partial example: Manual scheduling",No optimization,Data Science; Process Automation,8,9,Sakana,1
MPRB-0648,P020,Judges lack quick access to relevant precedents,D - Judge,Judge,No integrated research tool,7,8,8,9,Judicial RAG precedent recommender,"Judicial research, transcription, case-management and analytics use cases documented by UNDP, EU and World Bank; local/partial example: Law reports",No integrated engine,LLM; RAG; NLP,7,8,Sakana,1
